Total Brain,Medial and inferior temporal gyri | Superior temporal gyrus left,Amygdala | Insula right,Medial and inferior temporal gyri left,Hippocampus | Amygdala right,Amygdala | Insula left,Hippocampus | Lateral occipitotemporal gyrus right,Medial and inferior temporal gyri left | Posterior temporal lobe left,Insula left ,Hippocampus | Gyri parahippocampalis et ambiens right,Superior temporal gyrus left
0.001549616,7.14E-07,0.055389192,0.30689865,0.3391338,4.80E-05,0.99741083,0.005398871,0.022101646,0.000520827,0.000157364
0.021458646,2.33E-07,0.026389506,2.57E-05,0.00097184,0.9977316,0.000257302,0.000300977,0.003440461,0.016646212,0.025647305
0.001896424,0.1898104,5.89E-06,0.17920238,0.000572426,0.020033024,0.2114578,0.009479806,0.7435602,2.34E-07,0.13271897
0.13791011,0.011020896,2.05E-05,0.839945,5.86E-05,0.000872994,0.37614724,0.23595531,0.004031947,2.79E-05,0.01468972
0.000288872,5.92E-07,2.25E-10,0.6107952,8.65E-06,3.46E-05,0.008203184,0.31248167,0.001661716,2.48E-09,9.93E-06
0.99500567,2.28E-07,0.99993455,0.000400227,0.9997739,0.9623316,0.99895597,0.95511067,0.99616516,0.9998981,0.80280674
0.000224371,5.82E-07,3.31E-07,2.09E-08,0.000297554,0.000153069,7.91E-06,0.002931291,0.002751399,6.64E-07,6.59E-07
0.99999857,0.9999691,1,0.987306,0.9998411,0.9971054,0.9999949,0.6855158,0.9999466,0.9999987,0.99587643
6.54E-05,7.89E-06,9.19E-09,9.77E-05,2.19E-05,0.000340009,1.93E-05,8.69E-05,0.08949523,1.71E-08,0.000163655
0.00105345,2.29E-05,8.83E-07,5.57E-05,6.08E-06,0.17764013,2.08E-06,0.18479165,0.000795929,2.87E-09,1.53E-06
0.9999995,0.96627843,1,0.9956713,0.99999595,0.9959853,0.9995179,0.9982266,0.99948835,1,0.9999362
0.000497766,1.51E-06,5.58E-09,4.31E-08,0.000271073,0.000173061,0.001647462,0.030569097,0.000747493,2.98E-10,1.60E-06
0.9999995,0.99802184,1,0.7761428,0.9999993,1,0.99979836,0.99921715,0.9998191,0.99967456,0.99999905
6.97E-06,0.026192082,6.24E-08,0.548912,8.73E-08,6.49E-06,0.000230736,1.59E-05,1.27E-06,1.45E-07,2.61E-08
0.016981974,0.001071538,0.9999999,0.00294682,0.9999883,0.9999976,0.99096024,4.49E-05,0.99718887,0.00036827,0.9942427
2.09E-06,0.048722446,0.9648211,0.5321239,0.9904366,0.99996114,0.17340976,2.43E-05,0.99992085,0.061954856,3.12E-08
0.000137562,5.82E-05,0.00101726,0.000300651,0.007376495,0.003427282,0.006187473,0.000154539,7.90E-05,0.000726814,0.001013898
0.000116557,0.079610676,2.00E-07,0.000932097,7.83E-08,1.14E-07,0.001187741,7.27E-06,1.18E-05,2.25E-07,2.18E-09
8.75E-06,0.010163683,9.01E-05,0.06693913,3.76E-05,6.78E-06,0.00035235,0.000430264,0.000166147,1.30E-05,2.33E-06
5.84E-06,0.07087853,6.71E-14,6.49E-05,0.003572413,3.74E-06,0.000910365,0.000452496,3.73E-05,4.54E-05,3.64E-07
0.006316612,0.019836025,1.49E-09,0.000157766,2.75E-06,3.34E-07,0.000421226,0.01156143,2.16E-05,0.000197041,5.62E-07
4.97E-07,5.00E-05,1.67E-11,0.98212093,1.79E-06,6.42E-05,0.000110628,0.000818236,2.95E-06,0.009096648,1.50E-08
0.99999547,0.99750155,1,0.9991304,0.99998796,0.9999995,0.9985158,0.9993061,0.9999223,0.99999964,0.9999838
1.31E-05,4.62E-05,0.06983314,0.015716525,0.000296035,0.09188432,0.009564498,0.000395558,5.88E-05,0.01519445,5.02E-11
5.32E-07,0.09903898,7.05E-12,0.012298579,0.00126929,6.10E-06,0.000323429,3.77E-07,2.49E-05,3.02E-06,1.09E-09
8.49E-07,0.001682697,3.11E-12,0.000508848,7.72E-08,6.69E-07,0.000780742,6.06E-07,0.000115011,1.11E-06,3.49E-06
0.000115833,0.98348016,1.90E-12,0.5289965,4.24E-07,6.97E-05,0.000329347,0.9825303,0.00312573,1.54E-05,4.05E-08
0.9999987,0.99974054,1,0.75804925,0.9999989,0.9996158,0.9991874,0.9999738,0.9994795,0.9998,0.9999963
0.99955755,0.9999305,1,0.99306196,0.99891317,0.9989048,0.023510963,0.9999999,0.001141555,0.9992908,1
0.013622003,5.57E-05,0.9999995,0.000596095,0.8835051,0.000731761,0.99896634,8.06E-07,0.00022858,1.12E-06,1.41E-08
0.9996377,0.3364229,1,0.7554864,0.99982846,0.050072607,0.90727013,4.12E-05,0.000109265,0.99977726,1.65E-07
0.9999987,0.073662385,1,0.79628956,1,0.9999875,0.9993774,0.99998915,0.001887664,0.98465043,0.35282087
0.022733457,0.000901282,0.6954331,0.06602244,0.000909704,0.9999219,0.37162587,0.009969121,0.7074721,0.9993864,0.18953079
1.00E-06,0.014126292,0.011026376,0.003101016,3.13E-07,0.79949695,0.002653947,1.14E-06,7.28E-05,0.071270175,1.01E-07
0.031210799,0.042624805,0.022525473,0.6395115,0.99327856,0.000298291,0.69326603,0.7332193,0.99737775,0.651127,0.002566587
1.06E-05,0.000851411,0.27664387,0.040897943,0.000810187,0.13549852,0.22365277,1.02E-05,0.001381511,3.77E-05,0.06834982
0.9789979,0.5347341,1.75E-05,0.81414974,4.09E-06,0.9999943,0.002490727,0.97634697,0.8419002,5.66E-05,0.9998171
1,0.999918,1,0.99982774,0.9999933,0.99999225,0.9995727,0.9999926,0.9997347,0.99999964,1
0.000330157,0.000254429,0.99999785,6.79E-05,0.9999964,0.010498519,0.38556743,4.80E-07,0.08591581,2.84E-05,7.39E-11
3.10E-06,0.91106653,9.83E-09,0.9883265,0.9902918,0.009111553,0.00808706,0.002720721,0.002695874,0.000493219,0.9900893
4.47E-06,0.006874467,1.34E-06,0.1232421,5.20E-06,0.011957746,0.000557099,0.6374158,6.21E-05,1.04E-05,5.96E-07
3.96E-08,3.93E-05,7.06E-12,0.00376575,4.41E-06,1.20E-05,0.000186023,7.69E-06,1.69E-05,2.10E-06,0.004405878
2.04E-07,2.23E-05,2.30E-13,0.26025885,4.17E-08,8.32E-07,0.000345154,0.8557158,0.002083408,2.48E-06,2.23E-09
0.99997246,0.99929166,0.9999999,0.99936765,0.99996674,0.998645,0.99933904,0.99881554,0.9999924,0.99998426,1
0.8311846,0.9939912,0.9192416,0.36663765,0.426214,0.000160969,0.004295015,0.99993396,3.32E-06,8.73E-06,9.83E-07
0.99998593,0.9442948,0.99999857,0.9753897,0.99856985,0.5055892,0.06696688,0.9995364,0.9993962,0.94807166,0.9999974
1.58E-07,0.7005938,0.99999774,0.36905703,0.99526286,4.72E-05,0.33931825,2.56E-06,0.7873142,9.27E-06,3.18E-09
1.28E-08,8.10E-07,8.30E-15,0.000298356,1.02E-07,8.97E-07,0.000196134,5.14E-05,8.16E-05,1.88E-06,1.50E-11
0.000343673,0.000855812,7.58E-06,0.58888584,0.000109847,0.003917087,0.000338226,0.003375447,0.000136882,6.04E-07,8.19E-06
0.99999166,0.9999881,6.38E-11,0.9992342,0.9999788,6.72E-05,0.84631455,0.99999785,0.46798548,0.99997437,0.9999974
0.9800812,0.001324996,0.9997794,0.17131822,0.000175398,0.018660152,0.67573833,1.01E-05,0.11660608,0.9999534,0.002636819
3.17E-07,2.20E-06,0.00012263,0.00098424,5.30E-06,0.043784358,0.000380259,9.03E-07,0.9987728,7.84E-05,0.03705074
3.09E-06,0.9811373,0.9999981,0.06932743,0.99998593,0.000257943,0.011177705,0.9998305,0.005135017,5.72E-07,0.000171329
0.9999728,0.9839685,0.20511362,0.995741,0.9997565,0.99855655,0.9125509,0.9996388,0.99999857,0.99999976,0.9838943
0.96284133,0.000319335,1,0.3687625,3.44E-07,0.8946919,0.375905,0.6752411,0.12822281,0.99846774,0.9998653
0.09811873,0.24667002,5.70E-12,0.12097729,1,0.000397885,0.002578152,0.99900347,0.17252667,0.2790812,0.000114736
0.9995989,0.3329259,0.99864215,0.6122692,0.9999752,0.99999666,0.99419844,0.002022266,0.9990507,0.9995353,0.9999975
0.9991854,0.14783618,1,0.99042773,1,0.99990404,0.9983516,0.7673302,0.9980856,0.5111613,0.9999573
0.9977724,0.9732708,0.9999999,0.9129951,0.999925,0.89879864,0.77502924,0.98941046,0.9979943,0.7708641,0.1957846
0.000167745,0.000848062,3.20E-06,0.002970304,3.89E-06,9.06E-05,0.009862645,2.84E-07,0.010503904,3.48E-05,7.89E-08
0.101861835,0.7678493,1.07E-15,0.06660199,0.04027429,4.11E-08,0.001240687,5.86E-05,4.79E-05,0.9991041,0.8181916
0.9999975,0.99886227,0.000428174,0.99788,0.9999199,0.006840356,0.98419374,0.9970143,0.9981331,0.99852544,0.9998641
0.999485,0.54826236,1,0.9553404,0.24789359,9.98E-05,0.96996844,0.038131732,0.00724733,0.9988606,7.23E-08
2.04E-05,0.06380914,2.10E-06,0.014057877,9.22E-07,0.002525737,0.000521422,0.019213531,0.007804756,1.81E-05,0.814811
1.61E-06,1.46E-06,1.02E-11,0.00026538,1.94E-08,0.000481677,0.002992476,3.52E-07,4.15E-06,2.46E-05,1.11E-06
0.99999964,0.56970704,0.99911684,0.5329853,1,0.9989304,0.8994054,0.9998957,0.99999404,0.999998,1
0.99992836,0.9442335,1,0.005549464,0.99992824,0.801769,0.96370834,0.000607945,0.9770487,0.7428408,0.9998894
0.008776135,0.22009306,2.78E-06,0.5940791,0.003040893,0.17412622,0.000778739,7.88E-06,0.016763618,0.99981874,1.69E-05
0.9983077,0.99991226,0.99999976,0.9988427,0.9999988,0.9997955,0.8445077,0.9999838,0.99999976,0.9989542,0.99999034
0.03439939,0.002362091,0.000349724,0.023655605,0.031202609,2.65E-06,0.15381043,0.003720175,0.004035457,0.90984905,0.9883483
0.7660979,0.998059,0.000487224,0.012676708,0.9999901,0.000254484,0.9906955,0.94850695,0.1190465,0.9797064,8.55E-05
0.000737208,0.002234612,1.57E-06,0.9207285,8.25E-07,1.72E-05,0.003809102,0.055655956,0.000180187,8.18E-06,1.75E-08
4.60E-05,0.004355886,4.78E-08,0.033537127,1.87E-07,0.001403104,0.001711923,1.04E-05,0.021215731,0.000477497,0.0002644
2.09E-07,0.07949029,3.86E-16,0.16382721,0.001267314,5.96E-08,0.002151082,0.98599756,0.000105986,8.20E-06,6.10E-11
0.55347836,0.9934111,3.07E-12,0.98400015,3.08E-05,0.001574965,0.018731752,0.13640575,0.005732581,0.000177771,0.000167259
4.29E-07,0.000187915,0.000153663,0.002644121,2.58E-06,0.000291743,0.003337578,0.000607746,0.14518732,4.55E-08,0.000211534
2.89E-08,0.000100843,1.60E-10,0.029107584,5.19E-07,2.80E-05,0.000117371,1.25E-08,0.98919964,6.31E-05,1.01E-11
0.07907802,1.70E-05,1.58E-07,0.000122403,3.46E-06,0.22157677,0.00014282,0.93199587,0.001256346,0.000182557,0.001582477
0.99730825,0.48038468,0.99991107,0.7687247,0.9999945,0.9996171,0.36455867,0.99975175,0.90009934,0.00203646,7.17E-06
6.78E-08,6.12E-05,2.99E-12,0.000163927,2.99E-07,5.17E-08,0.000131321,5.31E-07,1.55E-06,6.69E-06,9.29E-09
0.10706989,0.004619893,2.89E-07,0.17810342,7.03E-07,0.002062287,0.000621929,0.033702187,0.28917307,1.19E-07,5.32E-08
0.000305152,0.005631893,0.9186352,0.000996349,0.000162203,7.36E-05,0.00072651,6.13E-06,2.52E-06,3.22E-08,3.00E-08
9.71E-06,0.000106218,3.88E-07,0.031693447,0.000102133,1.40E-06,0.000476943,0.5908759,2.05E-05,1.26E-06,7.36E-09
0.9992969,0.9937355,1.00E-07,0.06488998,4.77E-06,4.74E-06,0.028191801,0.000830836,7.19E-05,0.1315371,0.45919746
0.98386467,0.96075803,2.58E-10,0.10826324,2.18E-06,0.99999976,0.073329374,0.999783,0.16760133,0.94070417,3.59E-05
0.9999099,0.001407389,0.5123602,0.028899785,0.9999895,0.99472976,0.3249737,0.9915978,0.76815844,0.9645595,0.81672674
0.000332975,0.21108931,5.35E-10,0.33840653,1.27E-05,0.000143704,0.000113065,0.004894255,0.000421416,7.65E-05,0.07640353
5.14E-06,0.4547787,5.97E-06,0.23413867,1.73E-06,0.08783173,0.000283108,0.096218966,5.37E-05,1.46E-06,6.85E-07
3.64E-06,0.70076954,0.002386642,0.9233236,0.023393773,0.10145389,0.000968911,0.20629281,0.9998747,0.000243229,0.21277192
5.06E-05,0.000601299,0.99999774,0.008930253,0.000715507,0.06694705,0.16104837,0.000121781,0.189957,0.15863329,0.127398
0.000117456,0.001421886,2.03E-08,0.10098854,1.00E-05,0.999726,0.001173784,0.00970579,0.779687,8.00E-07,0.98321366
0.9654129,0.99974877,1.18E-09,0.9997073,0.9372565,0.12359695,0.26673076,0.9996038,0.93194973,0.9999635,1
0.99993694,0.9959513,1,0.9996244,1,0.9999871,0.99915755,0.9999287,0.999749,0.999992,1
6.54E-07,0.003597168,4.14E-10,0.014983222,2.39E-06,3.49E-06,0.000141804,2.30E-05,0.00116001,0.99795157,7.31E-10
0.7394848,0.003243602,0.99989796,0.120136745,0.9999999,0.85240924,0.99913895,2.08E-05,0.7526327,0.97057825,1.16E-07
0.9996321,0.99999595,0.000453728,0.99960154,0.16469364,0.9999988,0.9087659,0.9999877,0.9997509,0.9857686,0.9999857
0.67108196,0.999238,0.002413265,0.001917193,1.41E-05,2.62E-05,0.60299736,0.29610226,2.03E-05,0.000163175,0.00039129
0.9999932,0.96394444,5.71E-08,0.9955224,0.9999976,0.42194596,0.9996049,0.9523875,0.98611766,0.9999995,1
7.70E-05,0.003369032,0.010626972,0.001314954,4.43E-05,0.008386324,0.001317783,7.88E-08,8.56E-05,0.000112886,4.30E-08
1.28E-05,0.000521632,1.64E-08,0.009620677,1.23E-05,0.5702084,0.000149948,2.78E-07,0.04560985,1.89E-06,1.12E-07
0.99955624,0.9700078,1,0.37779734,0.999984,0.9999982,0.78341377,0.9873492,0.999995,0.99982184,1
0.99998796,0.002377795,0.99999976,0.15384787,0.9999982,0.99701536,0.9998259,0.006538169,0.9727585,0.9998747,0.5615515
0.01282748,0.02920635,0.9999217,0.9975165,0.27256948,0.99326754,0.5098219,0.001374397,0.00160906,0.8948509,0.99997985
8.16E-07,0.9980934,1.49E-16,0.005110244,0.000226978,1.39E-05,0.001526096,0.11541063,9.43E-05,8.18E-06,3.34E-08
0.99999475,0.9824181,0.9995876,0.9856038,0.6644294,0.99961555,0.8255398,0.999977,0.9998024,0.999967,7.33E-05
1.74E-08,2.02E-06,8.85E-10,0.000174183,1.10E-08,4.47E-05,7.96E-05,0.061260264,7.20E-05,8.13E-08,1.42E-10
1.87E-07,1.50E-05,2.88E-12,0.005581142,3.98E-07,6.77E-07,0.001582855,8.22E-07,1.33E-06,3.71E-06,3.69E-12
6.62E-06,0.006120426,7.50E-08,0.022800565,8.84E-05,1.57E-05,0.000397962,0.000737193,2.13E-05,2.19E-07,6.76E-06
0.9999846,0.9418445,1,0.99667895,0.99998474,0.99999964,0.99423605,0.34065038,0.9999974,0.99923027,0.99891996
0.001269605,1.66E-05,1.48E-08,0.011298487,0.000412524,0.000113913,0.000661633,0.001337328,0.000191252,0.025823306,0.99999845
2.09E-08,0.000280427,1.55E-14,0.002155979,6.52E-09,3.82E-07,8.83E-05,3.73E-06,4.42E-06,4.52E-07,2.52E-11
1.54E-05,0.3445863,3.20E-08,6.69E-05,0.002738396,5.95E-06,0.000130098,0.001645635,0.004936327,2.17E-06,1.42E-06
9.09E-08,0.000290534,2.14E-08,0.01925444,1.66E-05,6.57E-06,0.000431882,0.6812641,3.07E-05,2.16E-05,1.60E-09
0.000723511,0.004477921,0.010346661,0.4733324,8.10E-05,0.000608719,0.000626495,0.99150896,0.000182448,1.30E-07,0.000152427
0.99999964,0.99981934,0.001228809,0.9976926,0.9999442,0.030799959,0.99907947,0.99999845,0.9993118,0.9999999,1
0.99999607,0.9939697,1,0.99906904,1,0.99966145,0.999353,0.9191862,0.99987483,0.99992967,0.9999089
0.18185301,0.001086,7.95E-15,0.01708153,1.45E-05,1.97E-05,0.000293983,0.004920852,0.001116236,0.000118087,1.39E-10
5.80E-07,0.009257087,4.02E-11,0.02307226,0.018549874,8.89E-10,0.032609377,5.71E-06,7.55E-07,3.78E-05,3.24E-08
1.11E-06,0.038567293,2.50E-11,0.000392362,8.98E-10,8.92E-06,0.000824111,0.013387948,8.10E-06,5.62E-08,5.02E-05
0.94620734,0.9864385,0.98526543,9.71E-06,0.7373931,0.8980895,0.0001846,0.9292765,0.001613005,2.24E-06,0.93416715
0.99989164,0.648429,1,0.994099,1,0.9997681,0.99723864,0.001416139,0.999759,0.99985015,1
0.25054136,0.9986089,0.051753867,0.9914323,0.95491517,0.063319646,0.37511107,0.052694924,0.037919946,0.99997044,0.9999994
0.9982987,0.000552722,1,0.8187696,0.96781254,0.9999167,0.9983841,8.95E-06,0.70866936,0.24584024,0.9473881
1.17E-06,1.03E-06,1.74E-15,0.055485994,1.04E-07,2.83E-10,0.000127188,0.000346905,1.78E-05,6.67E-07,2.49E-05
2.90E-06,2.89E-05,1.70E-10,0.000129471,1.25E-07,5.11E-10,6.48E-05,4.85E-08,2.08E-05,6.82E-05,2.67E-10
6.24E-07,0.39616078,1.39E-10,0.015817478,1.23E-05,0.019065702,0.000180912,4.73E-08,0.077025436,6.19E-05,1.46E-10
4.42E-05,0.002355819,1.41E-05,0.00058749,2.06E-05,2.04E-05,0.003633244,0.000888835,0.003171309,2.13E-06,9.24E-10
1.57E-07,0.115534134,1.27E-10,0.92435354,0.000788607,0.000310412,0.96102285,7.86E-07,0.00094049,0.007778718,1.33E-08
0.73756146,0.000241491,0.99999976,0.000582262,0.86973834,0.000110855,0.9875832,0.000159045,0.000269261,0.990576,5.54E-09
0.9999871,8.15E-05,1,0.006712486,0.99998796,0.99989164,0.9551709,0.000601392,0.9864948,0.99847263,0.000630884
1.35E-05,0.002340843,0.92647064,0.95515287,0.042701792,0.016243253,0.030677667,9.47E-05,0.9943499,2.95E-07,6.51E-05
0.98699784,4.16E-05,1,0.72508895,0.99999964,0.002277298,0.8576386,0.6540566,0.30002978,0.82886845,7.36E-05
0.004176277,0.84745735,1.36E-09,0.9970607,0.000201168,2.86E-05,0.010539483,0.11656647,1.45E-05,0.2930827,0.1263604
0.10595356,0.9921307,0.57478,0.90257436,9.81E-05,0.001097713,0.113401964,0.000150694,2.70E-05,4.46E-06,0.000294829
9.77E-06,0.000150542,2.01E-11,0.000803433,9.46E-07,1.26E-05,0.000122645,9.69E-06,0.000121122,0.008526611,7.51E-10
5.69E-07,0.000131244,2.00E-15,0.001086495,1.49E-08,8.33E-07,0.000717512,4.05E-05,2.47E-05,5.08E-06,2.25E-10
7.31E-07,0.000451074,0.9850182,0.00153973,6.65E-06,0.022556707,0.000560531,3.07E-05,0.83805835,1.69E-07,8.80E-10
0.99996364,0.99900776,1,0.99800164,0.99999976,1,0.9995364,0.9997838,0.9999944,0.999995,0.5727907
0.001250592,0.000774282,0.000134031,0.00087821,0.99991417,0.002973097,0.5972301,0.8584127,0.01334361,0.9998777,0.9999958
5.93E-07,2.52E-06,1.06E-09,1.30E-05,6.54E-05,1.65E-06,9.68E-05,4.75E-08,1.50E-05,6.69E-08,2.03E-10
0.9999994,0.93844175,0.99999523,0.46984652,0.9998741,0.9998472,0.9998134,0.9996567,0.9993087,0.99999964,1
7.61E-05,0.000307083,9.10E-09,0.002794938,1.71E-07,1.66E-07,0.000873267,0.002804632,3.19E-05,7.79E-07,0.001085503
2.01E-06,0.000258782,3.71E-11,0.002178402,2.89E-08,1.85E-09,0.000216485,0.000152929,0.000417412,2.34E-05,1.13E-06
0.008995599,0.000721528,0.2930658,0.000824375,0.009434266,7.58E-05,0.049402747,0.000237045,0.001135659,4.66E-05,1.72E-07
0.9999976,0.9861485,1,0.9875931,0.9999999,0.999716,0.9995691,0.48795137,0.9999825,0.9979138,0.99999964
0.000134492,0.11546855,3.93E-08,0.20226108,0.000528539,0.014730814,0.004520369,0.9613426,0.003226563,0.043985285,0.95447946
0.9999999,0.99828607,0.9999062,0.99845254,0.7772532,0.99997437,0.99961734,0.9916155,0.9998815,0.99985695,0.9987923
0.5600432,0.9998204,8.77E-06,0.9686318,0.000107084,1.92E-05,7.61E-05,0.9985941,0.000113264,0.9791341,0.19433506
0.9999472,0.99901974,0.002571208,0.999111,0.99998116,0.5489725,0.04040282,0.5148297,0.9317493,0.000281873,0.26549816
0.9992387,0.014865562,0.9999491,0.99660337,0.99999833,0.99991035,0.9932423,0.9999809,0.9999641,0.99875736,0.76717997
5.37E-07,0.33169264,5.84E-10,0.005609611,0.000765039,1.40E-05,0.000196793,0.8365623,2.07E-06,6.02E-05,0.07683309
0.99999857,0.036571566,1,0.8298197,0.9870695,0.9999902,0.99769104,0.39578697,0.98982775,0.9999745,0.99993396
0.00023269,0.021765392,2.38E-07,0.15942656,9.50E-07,6.74E-08,0.00251076,0.000378812,0.000156678,2.68E-08,4.48E-05
0.9999994,0.9994642,1,0.99143934,0.9984478,0.9998765,0.21179833,0.9999682,0.99999607,0.6253507,0.99999964
0.862662,0.66714066,1,0.015901824,0.99994576,0.32362434,0.99846625,0.9829192,0.9589417,0.008941132,0.9999969
3.77E-06,0.001072842,1.75E-07,0.042858955,7.38E-05,0.000459013,0.000219577,0.07031039,0.006002808,6.58E-05,2.00E-09
1.40E-05,0.7582248,2.00E-08,0.010028435,3.53E-07,2.15E-07,0.0386991,0.026213238,0.000112737,2.46E-05,0.10154432
0.9910788,0.001876213,0.7315717,0.005474293,0.04555702,0.96707404,0.006759954,0.085173264,0.38439718,0.018018188,5.21E-08
0.9995467,0.999038,5.57E-06,0.35645628,0.9977608,0.99996054,0.004065283,0.25016528,0.9998405,0.97162646,0.9999994
0.9881352,0.000239686,0.9999722,0.11687017,0.9999821,0.9790066,0.997271,1.66E-05,0.6438145,0.018457139,3.94E-05
0.9999999,0.9999943,1,0.9997491,1,0.9999999,0.9994259,0.99999964,0.9999988,0.99999595,1
4.61E-06,0.5941865,1.84E-08,0.036239896,0.7120345,0.001954412,0.004873368,0.000123923,0.001625554,0.9899394,1.98E-07
1.80E-06,0.003143493,1.81E-12,0.8807163,5.60E-08,0.001009217,0.001050842,0.000111833,0.004441326,6.99E-06,2.15E-07
0.99999964,0.9996276,1,0.93982726,0.99999976,0.9993106,0.9991393,0.9899138,0.9807451,0.99999905,1
5.23E-05,2.85E-05,2.66E-13,0.000402492,6.12E-05,1.21E-06,8.14E-05,2.94E-07,0.000393562,1.64E-08,0.00648519
